Date,Time,kW,Nantum,Billing Period,Season,kW Pricing,Facilities Demand Charge,Altimeter reading,DP Temp (F),DB Temp (F),Date Time,Year,Month,Billing Period Label,Day,Hour,
3/23/2022,12:00:00 AM,161.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.27,24.00,61,3/23/2022 0:00,2022,3, Mar ,23, -   ,0
3/23/2022,12:15:00 AM,162, -   , Mar , Winter ,$0.60 ,$2.68 ,30.27,24.00,61,3/23/2022 0:15,2022,3, Mar ,23, -   ,0
3/23/2022,12:30:00 AM,156.6, -   , Mar , Winter ,$0.60 ,$2.68 ,30.27,24.00,61,3/23/2022 0:30,2022,3, Mar ,23, -   ,0
3/23/2022,12:45:00 AM,161.552, -   , Mar , Winter ,$0.60 ,$2.68 ,30.27,24.00,61,3/23/2022 0:45,2022,3, Mar ,23, -   ,0
3/23/2022,1:00:00 AM,159.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.26,23.00,58,3/23/2022 1:00,2022,3, Mar ,23,1,0
3/23/2022,1:15:00 AM,159.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.26,23.00,58,3/23/2022 1:15,2022,3, Mar ,23,1,0
3/23/2022,1:30:00 AM,160.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.26,23.00,58,3/23/2022 1:30,2022,3, Mar ,23,1,0
3/23/2022,1:45:00 AM,157.5, -   , Mar , Winter ,$0.60 ,$2.68 ,30.26,23.00,58,3/23/2022 1:45,2022,3, Mar ,23,1,0
3/23/2022,2:00:00 AM,159.3, -   , Mar , Winter ,$0.60 ,$2.68 ,30.27,23.00,57,3/23/2022 2:00,2022,3, Mar ,23,2,0
3/23/2022,2:15:00 AM,156.6, -   , Mar , Winter ,$0.60 ,$2.68 ,30.27,23.00,57,3/23/2022 2:15,2022,3, Mar ,23,2,0
3/23/2022,2:30:00 AM,157.948, -   , Mar , Winter ,$0.60 ,$2.68 ,30.27,23.00,57,3/23/2022 2:30,2022,3, Mar ,23,2,0
3/23/2022,2:45:00 AM,166.948, -   , Mar , Winter ,$0.60 ,$2.68 ,30.27,23.00,57,3/23/2022 2:45,2022,3, Mar ,23,2,0
3/23/2022,3:00:00 AM,179.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.29,24.00,56,3/23/2022 3:00,2022,3, Mar ,23,3,0
3/23/2022,3:15:00 AM,181.8, -   , Mar , Winter ,$0.60 ,$2.68 ,30.29,24.00,56,3/23/2022 3:15,2022,3, Mar ,23,3,0
3/23/2022,3:30:00 AM,197.552, -   , Mar , Winter ,$0.60 ,$2.68 ,30.29,24.00,56,3/23/2022 3:30,2022,3, Mar ,23,3,0
3/23/2022,3:45:00 AM,236.7, -   , Mar , Winter ,$0.60 ,$2.68 ,30.29,24.00,56,3/23/2022 3:45,2022,3, Mar ,23,3,0
3/23/2022,4:00:00 AM,260.548, -   , Mar , Winter ,$0.60 ,$2.68 ,30.3,24.00,56,3/23/2022 4:00,2022,3, Mar ,23,4,0
3/23/2022,4:15:00 AM,262.8, -   , Mar , Winter ,$0.60 ,$2.68 ,30.3,24.00,56,3/23/2022 4:15,2022,3, Mar ,23,4,0
3/23/2022,4:30:00 AM,263.7, -   , Mar , Winter ,$0.60 ,$2.68 ,30.3,24.00,56,3/23/2022 4:30,2022,3, Mar ,23,4,0
3/23/2022,4:45:00 AM,263.7, -   , Mar , Winter ,$0.60 ,$2.68 ,30.3,24.00,56,3/23/2022 4:45,2022,3, Mar ,23,4,0
3/23/2022,5:00:00 AM,268.648, -   , Mar , Winter ,$0.60 ,$2.68 ,30.3,23.00,54,3/23/2022 5:00,2022,3, Mar ,23,5,0
3/23/2022,5:15:00 AM,279.452, -   , Mar , Winter ,$0.60 ,$2.68 ,30.3,23.00,54,3/23/2022 5:15,2022,3, Mar ,23,5,0
3/23/2022,5:30:00 AM,277.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.3,23.00,54,3/23/2022 5:30,2022,3, Mar ,23,5,0
3/23/2022,5:45:00 AM,285.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.3,23.00,54,3/23/2022 5:45,2022,3, Mar ,23,5,0
3/23/2022,6:00:00 AM,302.4, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,24.00,57,3/23/2022 6:00,2022,3, Mar ,23,6,0
3/23/2022,6:15:00 AM,293.4, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,24.00,57,3/23/2022 6:15,2022,3, Mar ,23,6,0
3/23/2022,6:30:00 AM,292.952, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,24.00,57,3/23/2022 6:30,2022,3, Mar ,23,6,0
3/23/2022,6:45:00 AM,300.148, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,24.00,57,3/23/2022 6:45,2022,3, Mar ,23,6,0
3/23/2022,7:00:00 AM,288.452, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,23.00,59,3/23/2022 7:00,2022,3, Mar ,23,7,0
3/23/2022,7:15:00 AM,271.352, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,23.00,59,3/23/2022 7:15,2022,3, Mar ,23,7,0
3/23/2022,7:30:00 AM,236.7, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,23.00,59,3/23/2022 7:30,2022,3, Mar ,23,7,0
3/23/2022,7:45:00 AM,234, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,23.00,59,3/23/2022 7:45,2022,3, Mar ,23,7,0
3/23/2022,8:00:00 AM,269.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,22.00,64,3/23/2022 8:00,2022,3, Mar ,23,8,0
3/23/2022,8:15:00 AM,286.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,22.00,64,3/23/2022 8:15,2022,3, Mar ,23,8,0
3/23/2022,8:30:00 AM,286.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,22.00,64,3/23/2022 8:30,2022,3, Mar ,23,8,0
3/23/2022,8:45:00 AM,294.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.32,22.00,64,3/23/2022 8:45,2022,3, Mar ,23,8,0
3/23/2022,9:00:00 AM,304.648, -   , Mar , Winter ,$0.60 ,$2.68 ,30.31,20.00,65,3/23/2022 9:00,2022,3, Mar ,23,9,0
3/23/2022,9:15:00 AM,309.6, -   , Mar , Winter ,$0.60 ,$2.68 ,30.31,20.00,65,3/23/2022 9:15,2022,3, Mar ,23,9,0
3/23/2022,9:30:00 AM,307.352, -   , Mar , Winter ,$0.60 ,$2.68 ,30.31,20.00,65,3/23/2022 9:30,2022,3, Mar ,23,9,0
3/23/2022,9:45:00 AM,308.248, -   , Mar , Winter ,$0.60 ,$2.68 ,30.31,20.00,65,3/23/2022 9:45,2022,3, Mar ,23,9,0
3/23/2022,10:00:00 AM,308.7, -   , Mar , Winter ,$0.60 ,$2.68 ,30.28,19.00,66,3/23/2022 10:00,2022,3, Mar ,23,10,0
3/23/2022,10:15:00 AM,310.5, -   , Mar , Winter ,$0.60 ,$2.68 ,30.28,19.00,66,3/23/2022 10:15,2022,3, Mar ,23,10,0
3/23/2022,10:30:00 AM,307.352, -   , Mar , Winter ,$0.60 ,$2.68 ,30.28,19.00,66,3/23/2022 10:30,2022,3, Mar ,23,10,0
3/23/2022,10:45:00 AM,310.5, -   , Mar , Winter ,$0.60 ,$2.68 ,30.28,19.00,66,3/23/2022 10:45,2022,3, Mar ,23,10,0
3/23/2022,11:00:00 AM,311.852, -   , Mar , Winter ,$0.60 ,$2.68 ,30.25,13.00,69,3/23/2022 11:00,2022,3, Mar ,23,11,0
3/23/2022,11:15:00 AM,309.6, -   , Mar , Winter ,$0.60 ,$2.68 ,30.25,13.00,69,3/23/2022 11:15,2022,3, Mar ,23,11,0
3/23/2022,11:30:00 AM,304.648, -   , Mar , Winter ,$0.60 ,$2.68 ,30.25,13.00,69,3/23/2022 11:30,2022,3, Mar ,23,11,0
3/23/2022,11:45:00 AM,293.852, -   , Mar , Winter ,$0.60 ,$2.68 ,30.25,13.00,69,3/23/2022 11:45,2022,3, Mar ,23,11,0
3/23/2022,12:00:00 PM,135.448, -   , Mar , Winter ,$0.60 ,$2.68 ,30.22,14.00,72,3/23/2022 12:00,2022,3, Mar ,23,12,0
3/23/2022,12:15:00 PM,90, -   , Mar , Winter ,$0.60 ,$2.68 ,30.22,14.00,72,3/23/2022 12:15,2022,3, Mar ,23,12,0
3/23/2022,12:30:00 PM,292.048, -   , Mar , Winter ,$0.60 ,$2.68 ,30.22,14.00,72,3/23/2022 12:30,2022,3, Mar ,23,12,0
3/23/2022,12:45:00 PM,288.452, -   , Mar , Winter ,$0.60 ,$2.68 ,30.22,14.00,72,3/23/2022 12:45,2022,3, Mar ,23,12,0
3/23/2022,1:00:00 PM,279, -   , Mar , Winter ,$0.60 ,$2.68 ,30.18,12.00,74,3/23/2022 13:00,2022,3, Mar ,23,13,0
3/23/2022,1:15:00 PM,294.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.18,12.00,74,3/23/2022 13:15,2022,3, Mar ,23,13,0
3/23/2022,1:30:00 PM,288, -   , Mar , Winter ,$0.60 ,$2.68 ,30.18,12.00,74,3/23/2022 13:30,2022,3, Mar ,23,13,0
3/23/2022,1:45:00 PM,284.852, -   , Mar , Winter ,$0.60 ,$2.68 ,30.18,12.00,74,3/23/2022 13:45,2022,3, Mar ,23,13,0
3/23/2022,2:00:00 PM,309.148, -   , Mar , Winter ,$0.60 ,$2.68 ,30.15,13.00,75,3/23/2022 14:00,2022,3, Mar ,23,14,0
3/23/2022,2:15:00 PM,310.048, -   , Mar , Winter ,$0.60 ,$2.68 ,30.15,13.00,75,3/23/2022 14:15,2022,3, Mar ,23,14,0
3/23/2022,2:30:00 PM,303.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.15,13.00,75,3/23/2022 14:30,2022,3, Mar ,23,14,0
3/23/2022,2:45:00 PM,302.4, -   , Mar , Winter ,$0.60 ,$2.68 ,30.15,13.00,75,3/23/2022 14:45,2022,3, Mar ,23,14,0
3/23/2022,3:00:00 PM,306.452, -   , Mar , Winter ,$0.60 ,$2.68 ,30.13,12.00,76,3/23/2022 15:00,2022,3, Mar ,23,15,0
3/23/2022,3:15:00 PM,301.048, -   , Mar , Winter ,$0.60 ,$2.68 ,30.13,12.00,76,3/23/2022 15:15,2022,3, Mar ,23,15,0
3/23/2022,3:30:00 PM,296.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.13,12.00,76,3/23/2022 15:30,2022,3, Mar ,23,15,0
3/23/2022,3:45:00 PM,297.9, -   , Mar , Winter ,$0.60 ,$2.68 ,30.13,12.00,76,3/23/2022 15:45,2022,3, Mar ,23,15,0
3/23/2022,4:00:00 PM,300.148, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,13.00,75,3/23/2022 16:00,2022,3, Mar ,23,16,0
3/23/2022,4:15:00 PM,296.548, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,13.00,75,3/23/2022 16:15,2022,3, Mar ,23,16,0
3/23/2022,4:30:00 PM,294.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,13.00,75,3/23/2022 16:30,2022,3, Mar ,23,16,0
3/23/2022,4:45:00 PM,255.6, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,13.00,75,3/23/2022 16:45,2022,3, Mar ,23,16,0
3/23/2022,5:00:00 PM,180, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,13.00,72,3/23/2022 17:00,2022,3, Mar ,23,17,0
3/23/2022,5:15:00 PM,171.448, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,13.00,72,3/23/2022 17:15,2022,3, Mar ,23,17,0
3/23/2022,5:30:00 PM,142.648, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,13.00,72,3/23/2022 17:30,2022,3, Mar ,23,17,0
3/23/2022,5:45:00 PM,123.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,13.00,72,3/23/2022 17:45,2022,3, Mar ,23,17,0
3/23/2022,6:00:00 PM,122.848, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,13.00,70,3/23/2022 18:00,2022,3, Mar ,23,18,0
3/23/2022,6:15:00 PM,122.4, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,13.00,70,3/23/2022 18:15,2022,3, Mar ,23,18,0
3/23/2022,6:30:00 PM,124.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,13.00,70,3/23/2022 18:30,2022,3, Mar ,23,18,0
3/23/2022,6:45:00 PM,128.7, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,13.00,70,3/23/2022 18:45,2022,3, Mar ,23,18,0
3/23/2022,7:00:00 PM,127.348, -   , Mar , Winter ,$0.60 ,$2.68 ,30.13,14.00,68,3/23/2022 19:00,2022,3, Mar ,23,19,0
3/23/2022,7:15:00 PM,123.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.13,14.00,68,3/23/2022 19:15,2022,3, Mar ,23,19,0
3/23/2022,7:30:00 PM,125.552, -   , Mar , Winter ,$0.60 ,$2.68 ,30.13,14.00,68,3/23/2022 19:30,2022,3, Mar ,23,19,0
3/23/2022,7:45:00 PM,124.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.13,14.00,68,3/23/2022 19:45,2022,3, Mar ,23,19,0
3/23/2022,8:00:00 PM,124.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,65,3/23/2022 20:00,2022,3, Mar ,23,20,0
3/23/2022,8:15:00 PM,121.948, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,65,3/23/2022 20:15,2022,3, Mar ,23,20,0
3/23/2022,8:30:00 PM,120.152, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,65,3/23/2022 20:30,2022,3, Mar ,23,20,0
3/23/2022,8:45:00 PM,122.4, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,65,3/23/2022 20:45,2022,3, Mar ,23,20,0
3/23/2022,9:00:00 PM,121.052, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,63,3/23/2022 21:00,2022,3, Mar ,23,21,0
3/23/2022,9:15:00 PM,121.052, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,63,3/23/2022 21:15,2022,3, Mar ,23,21,0
3/23/2022,9:30:00 PM,122.4, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,63,3/23/2022 21:30,2022,3, Mar ,23,21,0
3/23/2022,9:45:00 PM,122.848, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,63,3/23/2022 21:45,2022,3, Mar ,23,21,0
3/23/2022,10:00:00 PM,123.3, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,61,3/23/2022 22:00,2022,3, Mar ,23,22,0
3/23/2022,10:15:00 PM,124.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,61,3/23/2022 22:15,2022,3, Mar ,23,22,0
3/23/2022,10:30:00 PM,124.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,61,3/23/2022 22:30,2022,3, Mar ,23,22,0
3/23/2022,10:45:00 PM,117.9, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,15.00,61,3/23/2022 22:45,2022,3, Mar ,23,22,0
3/23/2022,11:00:00 PM,117.9, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,17.00,59,3/23/2022 23:00,2022,3, Mar ,23,23,0
3/23/2022,11:15:00 PM,120.152, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,17.00,59,3/23/2022 23:15,2022,3, Mar ,23,23,0
3/23/2022,11:30:00 PM,117, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,17.00,59,3/23/2022 23:30,2022,3, Mar ,23,23,0
3/23/2022,11:45:00 PM,119.7, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,17.00,59,3/23/2022 23:45,2022,3, Mar ,23,23,0
3/24/2022,12:00:00 AM,121.5, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,16.00,58,3/24/2022 0:00,2022,3, Mar ,24, -   ,0
3/24/2022,12:15:00 AM,121.5, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,16.00,58,3/24/2022 0:15,2022,3, Mar ,24, -   ,0
3/24/2022,12:30:00 AM,119.248, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,16.00,58,3/24/2022 0:30,2022,3, Mar ,24, -   ,0
3/24/2022,12:45:00 AM,120.6, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,16.00,58,3/24/2022 0:45,2022,3, Mar ,24, -   ,0
3/24/2022,1:00:00 AM,123.3, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,16.00,56,3/24/2022 1:00,2022,3, Mar ,24,1,0
3/24/2022,1:15:00 AM,115.652, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,16.00,56,3/24/2022 1:15,2022,3, Mar ,24,1,0
3/24/2022,1:30:00 AM,116.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,16.00,56,3/24/2022 1:30,2022,3, Mar ,24,1,0
3/24/2022,1:45:00 AM,119.248, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,16.00,56,3/24/2022 1:45,2022,3, Mar ,24,1,0
3/24/2022,2:00:00 AM,117, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,18.00,55,3/24/2022 2:00,2022,3, Mar ,24,2,0
3/24/2022,2:15:00 AM,118.8, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,18.00,55,3/24/2022 2:15,2022,3, Mar ,24,2,0
3/24/2022,2:30:00 AM,121.5, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,18.00,55,3/24/2022 2:30,2022,3, Mar ,24,2,0
3/24/2022,2:45:00 AM,139.052, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,18.00,55,3/24/2022 2:45,2022,3, Mar ,24,2,0
3/24/2022,3:00:00 AM,187.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,17.00,54,3/24/2022 3:00,2022,3, Mar ,24,3,0
3/24/2022,3:15:00 AM,195.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,17.00,54,3/24/2022 3:15,2022,3, Mar ,24,3,0
3/24/2022,3:30:00 AM,197.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,17.00,54,3/24/2022 3:30,2022,3, Mar ,24,3,0
3/24/2022,3:45:00 AM,199.8, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,17.00,54,3/24/2022 3:45,2022,3, Mar ,24,3,0
3/24/2022,4:00:00 AM,222.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,17.00,54,3/24/2022 4:00,2022,3, Mar ,24,4,0
3/24/2022,4:15:00 AM,223.2, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,17.00,54,3/24/2022 4:15,2022,3, Mar ,24,4,0
3/24/2022,4:30:00 AM,222.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,17.00,54,3/24/2022 4:30,2022,3, Mar ,24,4,0
3/24/2022,4:45:00 AM,221.4, -   , Mar , Winter ,$0.60 ,$2.68 ,30.12,17.00,54,3/24/2022 4:45,2022,3, Mar ,24,4,0
3/24/2022,5:00:00 AM,224.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.14,18.00,54,3/24/2022 5:00,2022,3, Mar ,24,5,0
3/24/2022,5:15:00 AM,228.148, -   , Mar , Winter ,$0.60 ,$2.68 ,30.14,18.00,54,3/24/2022 5:15,2022,3, Mar ,24,5,0
3/24/2022,5:30:00 AM,238.948, -   , Mar , Winter ,$0.60 ,$2.68 ,30.14,18.00,54,3/24/2022 5:30,2022,3, Mar ,24,5,0
3/24/2022,5:45:00 AM,243.9, -   , Mar , Winter ,$0.60 ,$2.68 ,30.14,18.00,54,3/24/2022 5:45,2022,3, Mar ,24,5,0
3/24/2022,6:00:00 AM,260.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.15,20.00,59,3/24/2022 6:00,2022,3, Mar ,24,6,0
3/24/2022,6:15:00 AM,261, -   , Mar , Winter ,$0.60 ,$2.68 ,30.15,20.00,59,3/24/2022 6:15,2022,3, Mar ,24,6,0
3/24/2022,6:30:00 AM,283.5, -   , Mar , Winter ,$0.60 ,$2.68 ,30.15,20.00,59,3/24/2022 6:30,2022,3, Mar ,24,6,0
3/24/2022,6:45:00 AM,297.452, -   , Mar , Winter ,$0.60 ,$2.68 ,30.15,20.00,59,3/24/2022 6:45,2022,3, Mar ,24,6,0
3/24/2022,7:00:00 AM,252, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,19.00,63,3/24/2022 7:00,2022,3, Mar ,24,7,0
3/24/2022,7:15:00 AM,247.948, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,19.00,63,3/24/2022 7:15,2022,3, Mar ,24,7,0
3/24/2022,7:30:00 AM,279.9, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,19.00,63,3/24/2022 7:30,2022,3, Mar ,24,7,0
3/24/2022,7:45:00 AM,292.5, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,19.00,63,3/24/2022 7:45,2022,3, Mar ,24,7,0
3/24/2022,8:00:00 AM,291.148, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,19.00,67,3/24/2022 8:00,2022,3, Mar ,24,8,0
3/24/2022,8:15:00 AM,287.548, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,19.00,67,3/24/2022 8:15,2022,3, Mar ,24,8,0
3/24/2022,8:30:00 AM,292.048, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,19.00,67,3/24/2022 8:30,2022,3, Mar ,24,8,0
3/24/2022,8:45:00 AM,298.8, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,19.00,67,3/24/2022 8:45,2022,3, Mar ,24,8,0
3/24/2022,9:00:00 AM,303.3, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,11.00,70,3/24/2022 9:00,2022,3, Mar ,24,9,0
3/24/2022,9:15:00 AM,310.952, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,11.00,70,3/24/2022 9:15,2022,3, Mar ,24,9,0
3/24/2022,9:30:00 AM,308.248, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,11.00,70,3/24/2022 9:30,2022,3, Mar ,24,9,0
3/24/2022,9:45:00 AM,302.4, -   , Mar , Winter ,$0.60 ,$2.68 ,30.16,11.00,70,3/24/2022 9:45,2022,3, Mar ,24,9,0
3/24/2022,10:00:00 AM,306.452, -   , Mar , Winter ,$0.60 ,$2.68 ,30.14,12.00,73,3/24/2022 10:00,2022,3, Mar ,24,10,0
3/24/2022,10:15:00 AM,307.8, -   , Mar , Winter ,$0.60 ,$2.68 ,30.14,12.00,73,3/24/2022 10:15,2022,3, Mar ,24,10,0
3/24/2022,10:30:00 AM,306.9, -   , Mar , Winter ,$0.60 ,$2.68 ,30.14,12.00,73,3/24/2022 10:30,2022,3, Mar ,24,10,0
3/24/2022,10:45:00 AM,312.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.14,12.00,73,3/24/2022 10:45,2022,3, Mar ,24,10,0
3/24/2022,11:00:00 AM,314.548, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,14.00,77,3/24/2022 11:00,2022,3, Mar ,24,11,0
3/24/2022,11:15:00 AM,315, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,14.00,77,3/24/2022 11:15,2022,3, Mar ,24,11,0
3/24/2022,11:30:00 AM,313.648, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,14.00,77,3/24/2022 11:30,2022,3, Mar ,24,11,0
3/24/2022,11:45:00 AM,314.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.11,14.00,77,3/24/2022 11:45,2022,3, Mar ,24,11,0
3/24/2022,12:00:00 PM,320.4, -   , Mar , Winter ,$0.60 ,$2.68 ,30.08,18.00,78,3/24/2022 12:00,2022,3, Mar ,24,12,0
3/24/2022,12:15:00 PM,319.048, -   , Mar , Winter ,$0.60 ,$2.68 ,30.08,18.00,78,3/24/2022 12:15,2022,3, Mar ,24,12,0
3/24/2022,12:30:00 PM,316.8, -   , Mar , Winter ,$0.60 ,$2.68 ,30.08,18.00,78,3/24/2022 12:30,2022,3, Mar ,24,12,0
3/24/2022,12:45:00 PM,322.648, -   , Mar , Winter ,$0.60 ,$2.68 ,30.08,18.00,78,3/24/2022 12:45,2022,3, Mar ,24,12,0
3/24/2022,1:00:00 PM,328.5, -   , Mar , Winter ,$0.60 ,$2.68 ,30.04,20.00,81,3/24/2022 13:00,2022,3, Mar ,24,13,0
3/24/2022,1:15:00 PM,321.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30.04,20.00,81,3/24/2022 13:15,2022,3, Mar ,24,13,0
3/24/2022,1:30:00 PM,323.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.04,20.00,81,3/24/2022 13:30,2022,3, Mar ,24,13,0
3/24/2022,1:45:00 PM,324, -   , Mar , Winter ,$0.60 ,$2.68 ,30.04,20.00,81,3/24/2022 13:45,2022,3, Mar ,24,13,0
3/24/2022,2:00:00 PM,316.8, -   , Mar , Winter ,$0.60 ,$2.68 ,30.02,21.00,82,3/24/2022 14:00,2022,3, Mar ,24,14,0
3/24/2022,2:15:00 PM,316.8, -   , Mar , Winter ,$0.60 ,$2.68 ,30.02,21.00,82,3/24/2022 14:15,2022,3, Mar ,24,14,0
3/24/2022,2:30:00 PM,316.352, -   , Mar , Winter ,$0.60 ,$2.68 ,30.02,21.00,82,3/24/2022 14:30,2022,3, Mar ,24,14,0
3/24/2022,2:45:00 PM,314.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30.02,21.00,82,3/24/2022 14:45,2022,3, Mar ,24,14,0
3/24/2022,3:00:00 PM,316.352, -   , Mar , Winter ,$0.60 ,$2.68 ,30,22.00,82,3/24/2022 15:00,2022,3, Mar ,24,15,0
3/24/2022,3:15:00 PM,314.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30,22.00,82,3/24/2022 15:15,2022,3, Mar ,24,15,0
3/24/2022,3:30:00 PM,312.752, -   , Mar , Winter ,$0.60 ,$2.68 ,30,22.00,82,3/24/2022 15:30,2022,3, Mar ,24,15,0
3/24/2022,3:45:00 PM,306.9, -   , Mar , Winter ,$0.60 ,$2.68 ,30,22.00,82,3/24/2022 15:45,2022,3, Mar ,24,15,0
3/24/2022,4:00:00 PM,301.5, -   , Mar , Winter ,$0.60 ,$2.68 ,30,22.00,82,3/24/2022 16:00,2022,3, Mar ,24,16,0
3/24/2022,4:15:00 PM,310.048, -   , Mar , Winter ,$0.60 ,$2.68 ,30,22.00,82,3/24/2022 16:15,2022,3, Mar ,24,16,0
3/24/2022,4:30:00 PM,299.7, -   , Mar , Winter ,$0.60 ,$2.68 ,30,22.00,82,3/24/2022 16:30,2022,3, Mar ,24,16,0
3/24/2022,4:45:00 PM,261.452, -   , Mar , Winter ,$0.60 ,$2.68 ,30,22.00,82,3/24/2022 16:45,2022,3, Mar ,24,16,0
3/24/2022,5:00:00 PM,185.852, -   , Mar , Winter ,$0.60 ,$2.68 ,30,23.00,80,3/24/2022 17:00,2022,3, Mar ,24,17,0
3/24/2022,5:15:00 PM,180, -   , Mar , Winter ,$0.60 ,$2.68 ,30,23.00,80,3/24/2022 17:15,2022,3, Mar ,24,17,0
3/24/2022,5:30:00 PM,179.1, -   , Mar , Winter ,$0.60 ,$2.68 ,30,23.00,80,3/24/2022 17:30,2022,3, Mar ,24,17,0
3/24/2022,5:45:00 PM,171, -   , Mar , Winter ,$0.60 ,$2.68 ,30,23.00,80,3/24/2022 17:45,2022,3, Mar ,24,17,0
